dátum;tsz;tulaj_tsz;
2020-12-31;10222098;12601282
2020-12-31;12559972;23894370
2020-12-31;23369490;11718220
2020-12-31;12551541;
2020-12-31;12518281;
2020-12-31;11776875;
2020-12-31;20932468;25034424
2020-12-31;26680327;12989812
2020-12-31;26586302;
2020-12-31;22704654;12989812
2020-12-31;14338872;12989812
2020-12-31;11908995;12989812
2020-12-31;12989812;
2020-12-31;25034424;
2020-12-31;11718220;
2020-12-31;23894370;
2020-12-31;12601282;
